Year,Year_SD,Month,HPI_NE,HPI_MW,HPI_S,HPI_W,HPI_NE_SD,HPI_MW_SD,HPI_S_SD,HPI_W_SD,HPI,HPI_SD,HPI_SR,CCI,CCI_SD,CCI_SR, CCI_W,CCI_MW,CCI_NE,CCI_S,CCI_W_SD,CCI_MW_SD,CCI_NE_SD,CCI_S_SD,Creditloan,Creditloan_SD,Creditloan_SR,FCFI,FCFI_SD,FCFI_SR,HouseSt,HouseSt_SD,HouseSt_SR,HousePer,HousePer_SD,HousePer_SR,Unem,Unem_SD,Unem_SR,Newsales,Newsales_SD,Newsales_SR
1978,1,1,28.83140957,40.22516358,39.73448243,35.80336068,1,1,1,1,31.6844408,1,0.009794821,107.8,1,-0.017319964,83.6,85.5,84.1,81.3,1,1,1,1,263358.83,1,-0.007282368,6.782,1,0.014510097,1.738,1,0.011641444,1740,1,-0.007981756,6.4,1,0,795,1,-0.047904192
1978,1,2,28.95233663,40.64788379,40.08574757,36.26281412,1.004194282,1.01050885,1.00884031,1.01283269,31.96386072,1.008818837,0.008818837,107,0.99257885,-0.00742115,94.2,81.9,83.1,81.6,1.126794258,0.957894737,0.988109394,1.003690037,263563.17,1.0007759,0.0007759,6.921,1.020495429,0.020495429,2.032,1.169159954,0.169159954,1736,0.997701149,-0.002298851,6.3,0.984375,-0.015625,791,0.994968553,-0.005031447
1978,1,3,29.112204,41.20963329,40.48504901,36.74570005,1.009739185,1.024473977,1.018889552,1.026319858,32.25367219,1.017965644,0.009066848,104.7,0.971243043,-0.021495327,79.6,76.7,78.7,79.7,0.95215311,0.897076023,0.935790725,0.980319803,266971,1.013715773,0.012929841,6.995,1.031406665,0.010692097,2.197,1.264096663,0.081200787,1799,1.033908046,0.036290323,6.3,0.984375,0,814,1.023899371,0.029077118
1978,1,4,29.35422236,41.89611894,40.9707982,37.28474053,1.018133445,1.041540051,1.03111443,1.041375441,32.62141274,1.029571989,0.01140151,109.9,1.019480519,0.049665712,81.6,80.9,82.5,81.6,0.976076555,0.94619883,0.98097503,1.003690037,271526.97,1.03101525,0.017065412,7.033,1.037009732,0.005432452,2.075,1.193901036,-0.055530269,1948,1.11954023,0.082823791,6.1,0.953125,-0.031746032,864,1.086792453,0.061425061
1978,1,5,29.69427258,42.46049884,41.44819742,37.87183897,1.029927882,1.05557057,1.043129163,1.0577733,33.00031208,1.04153052,0.01161505,105.5,0.978664193,-0.040036397,86.4,81.5,79.7,84.5,1.033492823,0.953216374,0.947681332,1.039360394,277368.03,1.053194343,0.021511896,7.136,1.052196992,0.014645244,2.07,1.191024166,-0.002409639,1766,1.014942529,-0.093429158,6,0.9375,-0.016393443,857,1.077987421,-0.008101852
1978,1,6,30.08701895,42.85213026,41.89962255,38.45888391,1.043550052,1.065306551,1.054490206,1.074169664,33.31481542,1.051456632,0.009530314,109.5,1.015769944,0.037914692,85.1,79.6,76.5,79.5,1.017942584,0.930994152,0.909631391,0.977859779,284526,1.080373876,0.025806759,7.232,1.066352109,0.013452915,2.092,1.203682394,0.010628019,1983,1.139655172,0.122876557,5.9,0.921875,-0.016666667,834,1.049056604,-0.026837806
1978,1,7,30.47181351,43.23527566,42.37235584,38.99831057,1.056896418,1.074831568,1.066387512,1.089236033,33.6802795,1.062991129,0.010970017,105.4,0.977736549,-0.037442922,91,78.2,85.4,78.8,1.088516746,0.914619883,1.015457788,0.969249692,288081.53,1.093874582,0.012496327,7.328,1.080507225,0.013274336,1.996,1.14844649,-0.045889101,1786,1.026436782,-0.099344428,6.2,0.96875,0.050847458,789,0.99245283,-0.053956835
1978,1,8,30.82600975,43.57492322,42.79333996,39.46006393,1.069181501,1.083275227,1.076982443,1.102132961,34.073894,1.075414088,0.011686794,108,1.001855288,0.024667932,76.2,80.4,78.7,77.6,0.911483254,0.940350877,0.935790725,0.954489545,293864.07,1.115831468,0.020072582,7.403,1.09156591,0.010234716,1.97,1.133486766,-0.013026052,1691,0.97183908,-0.053191489,5.9,0.921875,-0.048387097,756,0.950943396,-0.041825095
1978,1,9,31.12427635,43.83072556,43.13787724,39.86787594,1.079526697,1.089634489,1.085653432,1.113523289,34.43217633,1.08672192,0.010514863,106.6,0.988868275,-0.012962963,85.6,77.8,80.1,80.3,1.023923445,0.90994152,0.952437574,0.987699877,298022,1.131619547,0.014149161,7.533,1.110734297,0.017560448,1.981,1.13981588,0.005583756,1751,1.006321839,0.035481963,6,0.9375,0.016949153,812,1.021383648,0.074074074
1978,1,10,31.40542427,44.03375853,43.46381001,40.29563147,1.089278143,1.094681901,1.093856201,1.125470646,34.8077564,1.09857569,0.010907822,108.6,1.00742115,0.018761726,77.1,79.9,82.2,78.4,0.922248804,0.934502924,0.977407848,0.964329643,300297.28,1.140259015,0.007634604,7.699,1.135210852,0.022036373,2.094,1.204833142,0.057041898,1781,1.023563218,0.017133067,5.8,0.90625,-0.033333333,872,1.096855346,0.073891626
1978,1,11,31.74450238,44.2253378,43.82685968,40.7618465,1.101038862,1.099444573,1.102993093,1.13849219,35.20217099,1.1110239,0.011331227,96.5,0.895176252,-0.111418048,82.4,73.1,69.6,76.1,0.985645933,0.85497076,0.827586207,0.93603936,304403.72,1.155851581,0.013674583,7.992,1.178413447,0.038056891,2.044,1.176064442,-0.023877746,1795,1.031609195,0.007860752,5.9,0.921875,0.017241379,798,1.003773585,-0.084862385
1978,1,12,32.08972998,44.43043719,44.19641993,41.24520319,1.113012873,1.104543356,1.112293837,1.151992506,35.56207303,1.122382852,0.010223859,102.2,0.948051948,0.059067358,71.4,65.6,62.1,67.5,0.854066986,0.767251462,0.738406659,0.830258303,311305,1.182056436,0.022671471,8.181,1.206281333,0.023648649,1.63,0.937859609,-0.202544031,1818,1.044827586,0.01281337,6,0.9375,0.016949153,805,1.012578616,0.00877193
1979,1.000505561,1,32.36329432,44.70546758,44.55108418,41.73258921,1.122501286,1.111380629,1.121219693,1.165605362,35.89461911,1.132878416,0.009351144,99.5,0.923005566,-0.026418787,70.6,76.2,73.5,69.3,0.844497608,0.89122807,0.873959572,0.852398524,310777.61,1.180053883,-0.001694126,8.398,1.238277794,0.026524875,1.52,0.87456847,-0.067484663,1461,0.839655172,-0.196369637,5.9,0.921875,-0.016666667,754,0.948427673,-0.063354037
1979,1.000505561,2,32.56444535,45.08015446,44.91572814,42.22928154,1.129478088,1.120695367,1.130396708,1.179478148,36.24321076,1.143880398,0.009711529,101.5,0.941558442,0.020100503,77.5,75.8,68,73.5,0.927033493,0.886549708,0.808561237,0.904059041,311137.39,1.181420004,0.001157677,8.576,1.264523739,0.021195523,1.847,1.062715765,0.215131579,1492,0.857471264,0.021218344,5.9,0.921875,0,723,0.909433962,-0.041114058
1979,1.000505561,3,32.73351866,45.53770922,45.33493125,42.77803968,1.135342294,1.132070206,1.140946817,1.194805149,36.61776292,1.155701726,0.010334409,96.4,0.894248609,-0.050246305,67.4,71.3,65.5,68,0.806220096,0.833918129,0.778834721,0.836408364,313819,1.191602347,0.008618733,8.834,1.302565615,0.030083955,1.748,1.00575374,-0.053600433,1720,0.988505747,0.152815013,5.8,0.90625,-0.016949153,793,0.997484277,0.096818811
1979,1.000505561,4,32.9092885,46.07344706,45.86161754,43.40403506,1.141438764,1.145388681,1.154201961,1.212289412,37.05848967,1.169611606,0.012035873,94.6,0.87755102,-0.018672199,64.8,65.6,58.1,71.9,0.775119617,0.767251462,0.690844233,0.884378844,318058.26,1.207699244,0.013508615,8.891,1.310970215,0.006452343,1.876,1.079401611,0.073226545,1597,0.917816092,-0.071511628,5.8,0.90625,0,748,0.940880503,-0.056746532
1979,1.000505561,5,33.10982383,46.54691678,46.39452605,44.06279841,1.148394211,1.157159167,1.1676137,1.230688895,37.47493261,1.182755058,0.01123745,96,0.890538033,0.014799154,69.6,68.2,64.8,69.1,0.832535885,0.797660819,0.770511296,0.849938499,322879.74,1.22600689,0.01515911,8.945,1.318932468,0.006073558,1.913,1.100690449,0.019722814,1684,0.967816092,0.054477145,5.6,0.875,-0.034482759,727,0.914465409,-0.028074866
1979,1.000505561,6,33.35463359,46.89652849,46.87641985,44.65808618,1.156885289,1.165850535,1.179741549,1.247315485,37.78591466,1.192570035,0.008298402,92.7,0.859925788,-0.034375,66.3,63.3,66.8,66.8,0.793062201,0.740350877,0.794292509,0.821648216,327319,1.242863207,0.013748958,8.937,1.317752875,-0.000894354,1.76,1.012658228,-0.07997909,1640,0.942528736,-0.026128266,5.7,0.890625,0.017857143,700,0.880503145,-0.037138927
1979,1.000505561,7,33.62399609,47.20157048,47.35908244,45.13540397,1.166227964,1.173433898,1.191888746,1.260647132,38.14228384,1.203817485,0.00943127,81.4,0.755102041,-0.121898598,59.7,58,60.4,63.3,0.714114833,0.678362573,0.718192628,0.778597786,330907.49,1.256489065,0.01096328,8.96,1.321144205,0.002573571,1.778,1.02301496,0.010227273,1534,0.881609195,-0.064634146,5.7,0.890625,0,715,0.899371069,0.021428571
1979,1.000505561,8,33.87247519,47.45074385,47.79985631,45.53285531,1.174846312,1.179628363,1.202981727,1.271748083,38.57150742,1.21736431,0.011253222,79.4,0.736549165,-0.024570025,71.7,63,61.9,62.9,0.857655502,0.736842105,0.736028537,0.773677737,336780.98,1.278791298,0.017749644,9.005,1.327779416,0.005022321,1.832,1.054085155,0.030371204,1591,0.914367816,0.037157757,6,0.9375,0.052631579,729,0.916981132,0.01958042
1979,1.000505561,9,34.08165328,47.64494989,48.14738868,45.87906586,1.182101527,1.184456336,1.211728094,1.281417861,38.9765313,1.230147363,0.010500598,87.8,0.814471243,0.105793451,70.9,65.2,64.1,67,0.848086124,0.762573099,0.762187872,0.824108241,341528,1.296816211,0.014095273,9.12,1.344736066,0.012770683,1.681,0.967203682,-0.082423581,1638,0.94137931,0.029541169,5.9,0.921875,-0.016666667,727,0.914465409,-0.002743484
1979,1.000505561,10,34.27595597,47.78461847,48.40683813,46.18286728,1.188840798,1.187928506,1.218257674,1.289903138,39.32704369,1.241209966,0.008992909,92.3,0.856215213,0.051252847,63.5,60.4,59.5,64,0.759569378,0.706432749,0.707491082,0.787207872,344783.5,1.309177672,0.009532161,9.396,1.385432026,0.030263158,1.524,0.876869965,-0.093396788,1481,0.851149425,-0.095848596,6,0.9375,0.016949153,670,0.842767296,-0.078404402
1979,1.000505561,11,34.4715089,47.85415712,48.63220763,46.4723846,1.195623434,1.189657241,1.223929561,1.297989455,39.66108934,1.251752858,0.008494044,90.2,0.836734694,-0.022751896,61.9,64.1,59.8,65.8,0.740430622,0.749707602,0.711058264,0.809348093,348140.5,1.321924539,0.009736545,9.821,1.448097906,0.045232014,1.498,0.861910242,-0.017060367,1276,0.733333333,-0.138419986,5.9,0.921875,-0.016666667,597,0.750943396,-0.108955224
1979,1.000505561,12,34.6551204,47.90556268,48.85491746,46.73737048,1.201991887,1.190935186,1.229534512,1.3053906,39.96470899,1.261335469,0.007655353,90.7,0.841372913,0.005543237,64.6,59.5,61.7,59.7,0.772727273,0.695906433,0.733650416,0.734317343,354616,1.346512665,0.018600249,10.105,1.489973459,0.028917625,1.341,0.771576525,-0.104806409,1254,0.720689655,-0.017241379,6,0.9375,0.016949153,559,0.703144654,-0.063651591
1980,1.001011122,1,34.84496226,48.03731416,49.08208387,46.95852137,1.208576437,1.194210536,1.235251622,1.311567419,40.23582172,1.269892121,0.006783803,85.9,0.796846011,-0.05292172,71.6,60.1,67.4,71.3,0.85645933,0.702923977,0.801426873,0.87699877,351688.33,1.335396007,-0.008255888,10.316,1.521085226,0.020880752,1.35,0.776754891,0.006711409,1280,0.735632184,0.020733652,6.3,0.984375,0.05,592,0.744654088,0.059033989
1980,1.001011122,2,35.0546823,48.28578803,49.33024926,47.15408458,1.21585045,1.200387611,1.241497215,1.317029566,40.52289089,1.278952378,0.007134667,85.3,0.791280148,-0.006984866,72.8,65.9,63,65.7,0.870813397,0.770760234,0.749108205,0.808118081,350501.67,1.33089014,-0.003374181,10.617,1.565467414,0.029177976,1.047,0.602416571,-0.224444444,1199,0.68908046,-0.06328125,6.3,0.984375,0,541,0.680503145,-0.086148649
1980,1.001011122,3,35.27954319,48.61171155,49.64364666,47.3542704,1.223649614,1.20849009,1.249384505,1.322620824,40.81177116,1.288069795,0.007128817,80.8,0.749536178,-0.052754982,56.9,57.3,54.4,56.7,0.68062201,0.670175439,0.646848989,0.697416974,349662,1.327701828,-0.002395623,11.224,1.654969036,0.057172459,1.051,0.604718067,0.003820439,988,0.567816092,-0.175979983,6.3,0.984375,0,474,0.596226415,-0.123844732
1980,1.001011122,4,35.52339121,48.95580878,50.00860853,47.58192969,1.232107335,1.217044368,1.258569521,1.328979425,41.08951021,1.296835582,0.006805366,60.5,0.56122449,-0.251237624,51.5,58.1,50.9,50.7,0.616028708,0.679532164,0.605231867,0.623616236,348281.57,1.322460196,-0.003947898,11.553,1.703479799,0.029312188,0.927,0.533371692,-0.117982873,808,0.464367816,-0.182186235,6.9,1.078125,0.095238095,370,0.465408805,-0.219409283
1980,1.001011122,5,35.7881551,49.16909466,50.29131064,47.8731982,1.24129051,1.222346668,1.265684301,1.337114653,41.27800573,1.302784732,0.004587436,50.1,0.464749536,-0.171900826,53,50.8,54.6,49.3,0.633971292,0.594152047,0.649227111,0.606396064,346131.43,1.314295898,-0.006173568,11.128,1.640813919,-0.036786982,1.196,0.688147296,0.290183387,861,0.494827586,0.065594059,7.5,1.171875,0.086956522,469,0.589937107,0.267567568
1980,1.001011122,6,36.06208449,49.2324985,50.52179296,48.24815627,1.250791586,1.223922891,1.271484863,1.347587359,41.38666456,1.306214139,0.002632366,56.1,0.520408163,0.119760479,67.3,58,54.4,56.4,0.805023923,0.678362573,0.646848989,0.693726937,345637,1.312418498,-0.001428446,10.497,1.547773518,-0.05670381,1.269,0.730149597,0.061036789,1118,0.642528736,0.298490128,7.6,1.1875,0.013333333,552,0.694339623,0.176972281
1980,1.001011122,7,36.32867985,49.29257127,50.85690821,48.67840418,1.260038284,1.225416304,1.279918728,1.359604329,41.62915627,1.313867476,0.005859175,65.4,0.606679035,0.165775401,68.6,58.5,55.9,66.4,0.820574163,0.684210526,0.664684899,0.816728167,345774.57,1.312940865,0.000398019,9.976,1.470952521,-0.049633229,1.436,0.826237054,0.131599685,1259,0.723563218,0.126118068,7.8,1.21875,0.026315789,636,0.8,0.152173913
1980,1.001011122,8,36.57081649,49.37632996,51.28924755,49.09508074,1.268436647,1.22749855,1.290799437,1.371242247,41.99353512,1.325367722,0.008752972,70.8,0.6567718,0.082568807,68.1,66.2,59,72.6,0.814593301,0.774269006,0.701545779,0.89298893,348458.13,1.323130612,0.00776101,9.887,1.457829549,-0.008921411,1.471,0.846375144,0.024373259,1367,0.785632184,0.085782367,7.7,1.203125,-0.012820513,659,0.828930818,0.036163522
1980,1.001011122,9,36.74350575,49.44054538,51.71997408,49.40837116,1.27442627,1.229094949,1.301639556,1.379992554,42.32342454,1.335779439,0.007855719,80.3,0.744897959,0.134180791,79.5,68.3,76.3,71.8,0.950956938,0.798830409,0.90725327,0.883148831,350336,1.330261074,0.005389084,9.94,1.465644353,0.005360574,1.523,0.876294591,0.035350102,1484,0.852873563,0.085588881,7.5,1.171875,-0.025974026,596,0.749685535,-0.095599393
1980,1.001011122,10,36.84310449,49.44603282,52.05177506,49.58128968,1.277880792,1.229231367,1.309990011,1.384822227,42.55726159,1.343159624,0.005525003,84.2,0.781076067,0.04856787,73.1,70.2,75.7,79.1,0.874401914,0.821052632,0.900118906,0.972939729,351112.64,1.333210054,0.002216843,10.088,1.487466824,0.014889336,1.51,0.86881473,-0.008535785,1366,0.785057471,-0.079514825,7.5,1.171875,0,561,0.705660377,-0.058724832
1980,1.001011122,11,36.92036544,49.40125675,52.26880645,49.65727405,1.280560541,1.228118231,1.315452052,1.386944496,42.73162184,1.348662648,0.004097074,87.2,0.80890538,0.035629454,81.9,76.2,71.1,77.3,0.979665072,0.89122807,0.845422117,0.950799508,351627.36,1.335164498,0.001465968,10.594,1.562076084,0.050158604,1.482,0.852704258,-0.018543046,1383,0.794827586,0.012445095,7.5,1.171875,0,562,0.706918239,0.001782531
1980,1.001011122,12,37.00355362,49.33875404,52.41882909,49.72621058,1.283445873,1.22656441,1.31922768,1.388869917,42.93853372,1.355193042,0.004842126,78.6,0.729128015,-0.098623853,64.4,59.9,62.3,69.4,0.770334928,0.700584795,0.74078478,0.853628536,358044,1.359529126,0.018248409,11.342,1.672368033,0.070606003,1.547,0.890103567,0.043859649,1249,0.717816092,-0.096890817,7.2,1.125,-0.04,532,0.66918239,-0.053380783
1981,1.001516684,1,37.10943441,49.29020725,52.55849602,49.82332298,1.287118284,1.225357534,1.322742686,1.391582299,43.1564124,1.362069562,0.005074199,74.4,0.690166976,-0.053435115,74.3,70.9,68.2,72.5,0.888755981,0.829239766,0.810939358,0.891758918,354348.91,1.345498497,-0.010320212,11.871,1.750368623,0.046640804,1.246,0.716915995,-0.194570136,1221,0.701724138,-0.022417934,7.5,1.171875,0.041666667,511,0.642767296,-0.039473684
1981,1.001516684,2,37.26077834,49.28797398,52.74192376,49.94590328,1.292367557,1.225302015,1.327359023,1.395006009,43.3549136,1.368334505,0.004599576,69,0.640074212,-0.072580645,70.8,62.6,64.5,70.2,0.846889952,0.732163743,0.766944114,0.863468635,352160.09,1.337187327,-0.006177019,12.38,1.82542023,0.042877601,1.306,0.751438435,0.048154093,1199,0.68908046,-0.018018018,7.4,1.15625,-0.013333333,510,0.641509434,-0.001956947
1981,1.001516684,3,37.45382293,49.34987881,53.00034379,50.11954811,1.299063191,1.226840973,1.333862694,1.399855968,43.53383131,1.373981368,0.004126815,77.8,0.721706865,0.127536232,73.7,62.6,66.5,64.9,0.881578947,0.732163743,0.790725327,0.798277983,353902,1.343801535,0.004946358,12.302,1.813919198,-0.006300485,1.36,0.782508631,0.041347626,1183,0.679885057,-0.013344454,7.4,1.15625,0,514,0.646540881,0.007843137
1981,1.001516684,4,37.65386157,49.44766468,53.30108132,50.34588892,1.306001411,1.229271935,1.341431373,1.406177743,43.70620946,1.379421835,0.003959636,81.6,0.756957328,0.048843188,74.2,72.7,72.6,71,0.887559809,0.850292398,0.863258026,0.873308733,356139.46,1.352297396,0.006322259,12.378,1.825125332,0.006177857,1.14,0.655926352,-0.161764706,1190,0.683908046,0.00591716,7.2,1.125,-0.027027027,470,0.591194969,-0.085603113
1981,1.001516684,5,37.84956978,49.51556875,53.52181095,50.5788689,1.312789432,1.230960035,1.346986488,1.412684953,43.87340352,1.384698685,0.003825408,86.9,0.806122449,0.06495098,82.2,76.6,66.8,77.5,0.983253589,0.895906433,0.794292509,0.953259533,358594.54,1.361619582,0.006893592,12.645,1.864494249,0.021570528,1.045,0.601265823,-0.083333333,1173,0.674137931,-0.014285714,7.5,1.171875,0.041666667,467,0.587421384,-0.006382979
1981,1.001516684,6,38.03543756,49.53607842,53.62202038,50.72763723,1.319236143,1.231469906,1.349508465,1.416840103,43.98595214,1.388250859,0.002565304,83,0.769944341,-0.044879171,73.8,74,68.5,75.2,0.88277512,0.865497076,0.81450654,0.92496925,361610,1.373069587,0.008409107,12.83,1.891772339,0.014630289,1.045,0.601265823,0,976,0.56091954,-0.167945439,7.5,1.171875,0,415,0.522012579,-0.111349036
1981,1.001516684,7,38.17240211,49.52106489,53.64534592,50.7350875,1.323986676,1.231096669,1.3500955,1.417048191,44.09054012,1.391551784,0.002377759,83.5,0.77458256,0.006024096,78.1,72.2,68.9,76.5,0.934210526,0.844444444,0.819262782,0.94095941,363366.8,1.379740334,0.004858273,13.046,1.923621351,0.016835542,1.041,0.598964327,-0.003827751,935,0.537356322,-0.042008197,7.2,1.125,-0.04,431,0.542138365,0.038554217
1981,1.001516684,8,38.22095594,49.44721347,53.61998567,50.63956673,1.325670736,1.229260718,1.349457257,1.414380264,44.18317741,1.394475531,0.002101069,85.7,0.794990724,0.026347305,79.2,70.1,77,83.2,0.947368421,0.819883041,0.915576694,1.023370234,366109.61,1.39015506,0.007548323,13.288,1.95930404,0.018549747,0.94,0.540851554,-0.097022094,889,0.51091954,-0.049197861,7.4,1.15625,0.027777778,378,0.475471698,-0.122969838
1981,1.001516684,9,38.18379718,49.31529224,53.58745596,50.51123769,1.324381907,1.225981148,1.34863858,1.41079599,44.26735169,1.397132175,0.001905121,77.6,0.719851577,-0.094515753,76.6,69.9,75.1,72.4,0.916267943,0.81754386,0.892984542,0.890528905,371928,1.412248072,0.015892481,13.575,2.00162194,0.021598435,0.911,0.524165708,-0.030851064,847,0.486781609,-0.047244094,7.6,1.1875,0.027027027,338,0.425157233,-0.105820106
1981,1.001516684,10,38.12131064,49.17516104,53.5529412,50.41112279,1.322214599,1.222497478,1.347769945,1.407999747,44.35787294,1.399989137,0.002044876,75.6,0.701298701,-0.025773196,79,68.1,68,69,0.944976077,0.796491228,0.808561237,0.848708487,371958.79,1.412364985,8.27848E-05,13.61,2.00678266,0.002578269,0.873,0.502301496,-0.041712404,731,0.420114943,-0.136953955,7.9,1.234375,0.039473684,356,0.447798742,0.053254438
1981,1.001516684,11,38.0882093,49.06212246,53.51946226,50.43510756,1.321066499,1.219687332,1.346927379,1.40866965,44.44740443,1.402814862,0.00201839,66.9,0.620593692,-0.115079365,68.8,64.7,55.8,61.1,0.822966507,0.756725146,0.663495838,0.751537515,373220.21,1.417154724,0.00339129,13.349,1.968298437,-0.019177076,0.837,0.481588032,-0.041237113,748,0.429885057,0.023255814,8.3,1.296875,0.050632911,382,0.480503145,0.073033708
1981,1.001516684,12,38.07926388,48.98089517,53.52641772,50.624594,1.320756232,1.217668017,1.347102427,1.41396207,44.55251426,1.406132257,0.002364814,66.6,0.617810761,-0.004484305,61.6,65.3,65,64.4,0.736842105,0.76374269,0.772889417,0.792127921,377882,1.43485601,0.012490722,12.16,1.792981421,-0.089070342,0.91,0.523590334,0.087216249,796,0.457471264,0.064171123,8.5,1.328125,0.024096386,457,0.574842767,0.196335079
1982,1.002022245,1,38.08098545,48.92259185,53.60661357,50.92776605,1.320815944,1.216218593,1.349120721,1.422429769,44.6646783,1.409672293,0.002517569,64.9,0.602040816,-0.025525526,76.2,67.3,68.8,72.2,0.911483254,0.787134503,0.818073722,0.888068881,376550.4,1.429799791,-0.003523851,12.883,1.899587142,0.059457237,0.843,0.485040276,-0.073626374,794,0.456321839,-0.002512563,8.6,1.34375,0.011764706,368,0.462893082,-0.194748359
1982,1.002022245,2,38.10840413,48.86043288,53.7542185,51.29610396,1.321766944,1.214673317,1.352835502,1.432717571,44.7787532,1.413272637,0.00255403,62.3,0.577922078,-0.040061633,68.8,60.6,65.9,71.8,0.822966507,0.70877193,0.783590963,0.883148831,373490.6,1.418181422,-0.008125871,12.99,1.915364199,0.008305519,0.866,0.498273878,0.027283511,808,0.464367816,0.017632242,8.9,1.390625,0.034883721,365,0.459119497,-0.008152174
1982,1.002022245,3,38.17922112,48.77409512,53.9404374,51.68940212,1.324223189,1.212526955,1.357522084,1.443702522,44.84992457,1.415518893,0.0015894,56.7,0.525974026,-0.08988764,68.2,55.8,60.5,64.7,0.815789474,0.652631579,0.719381688,0.795817958,373537,1.418357607,0.000124233,13.036,1.922146859,0.003541186,0.931,0.535673188,0.075057737,891,0.512068966,0.102722772,9,1.40625,0.011235955,374,0.470440252,0.024657534
1982,1.002022245,4,38.294415,48.65859448,54.12698841,52.05680257,1.328218619,1.209655602,1.362217024,1.453964141,44.88685931,1.416684599,0.000823518,57,0.528756957,0.005291005,65.8,64.6,67.2,65,0.78708134,0.755555556,0.799048751,0.799507995,375487.96,1.425765599,0.005222936,13.109,1.932910646,0.005599877,0.917,0.527617952,-0.015037594,888,0.510344828,-0.003367003,9.3,1.453125,0.033333333,339,0.426415094,-0.093582888
1982,1.002022245,5,38.43267027,48.52973503,54.2766507,52.33816911,1.333013919,1.206452149,1.365983583,1.461822804,44.87822132,1.416411974,-0.000192439,61.4,0.569573284,0.077192982,75.7,66.5,62.4,66.6,0.905502392,0.777777778,0.741973841,0.819188192,377725.04,1.434260017,0.005957794,13.131,1.936154527,0.001678236,1.025,0.589758343,0.117775354,953,0.547701149,0.073198198,9.4,1.46875,0.010752688,384,0.483018868,0.132743363
1982,1.002022245,6,38.56579375,48.42879277,54.39626839,52.50033384,1.337631227,1.203942718,1.368994009,1.46635212,44.76303758,1.412776633,-0.002566584,56.7,0.525974026,-0.076547231,68.6,65,65.1,64.9,0.820574163,0.760233918,0.774078478,0.798277983,380887,1.446266298,0.008371063,13.158,1.940135653,0.002056203,0.902,0.518987342,-0.12,913,0.524712644,-0.041972718,9.6,1.5,0.021276596,370,0.465408805,-0.036458333
1982,1.002022245,7,38.678737,48.36271526,54.52045797,52.57849762,1.341548595,1.202300027,1.372119495,1.468535261,44.67659667,1.410048451,-0.001931078,63.2,0.586270872,0.114638448,71.1,64,65.1,63.9,0.850478469,0.748538012,0.774078478,0.78597786,381269.51,1.447718727,0.001004261,12.512,1.844883515,-0.049095607,1.166,0.670886076,0.292682927,1044,0.6,0.143483023,9.8,1.53125,0.020833333,375,0.471698113,0.013513514
1982,1.002022245,8,38.77258911,48.29463817,54.64790668,52.64073355,1.344803799,1.200607626,1.375327004,1.470273532,44.68021182,1.41016255,8.09183E-05,56.9,0.527829314,-0.099683544,70.6,60.6,68.1,64,0.844497608,0.70877193,0.809750297,0.787207872,383893.02,1.457680458,0.006880986,12.771,1.88307284,0.020700128,1.046,0.601841197,-0.102915952,926,0.532183908,-0.11302682,9.8,1.53125,0,407,0.511949686,0.085333333
1982,1.002022245,9,38.86074854,48.22717163,54.76329204,52.73768755,1.347861555,1.198930404,1.378230914,1.47298149,44.73934077,1.412028732,0.001323381,58.1,0.538961039,0.021089631,68.8,67.2,70.3,71.1,0.822966507,0.785964912,0.835909631,0.874538745,386815,1.468775511,0.007611443,12.336,1.818932468,-0.034061546,1.144,0.658227848,0.093690249,1042,0.598850575,0.125269978,10.1,1.578125,0.030612245,481,0.605031447,0.181818182
1982,1.002022245,10,38.96966619,48.22833018,54.86264368,52.89286125,1.351639298,1.198959206,1.380731303,1.477315544,44.87429345,1.416288005,0.003016421,54.3,0.503710575,-0.065404475,79.3,66.2,77.8,74.1,0.948564593,0.774269006,0.92508918,0.911439114,386569.76,1.46784431,-0.000633998,11.917,1.757151283,-0.033965629,1.173,0.674913694,0.02534965,1149,0.660344828,0.10268714,10.4,1.625,0.02970297,480,0.603773585,-0.002079002
1982,1.002022245,11,39.12089226,48.35901593,54.9613716,53.09942128,1.356884483,1.202208061,1.383215994,1.483084835,45.10444432,1.42355185,0.005128791,57.4,0.532467532,0.057090239,79.3,67.9,70.6,73.2,0.948564593,0.794152047,0.839476813,0.900369004,388232.24,1.474156914,0.004300595,11.589,1.708787968,-0.027523706,1.372,0.789413119,0.169650469,1229,0.706321839,0.069625762,10.8,1.6875,0.038461538,554,0.696855346,0.154166667
1982,1.002022245,12,39.30642034,48.63251768,55.11305328,53.32496472,1.363319412,1.209007332,1.387033375,1.48938434,45.39415585,1.432695503,0.006423126,59.5,0.551948052,0.036585366,80.4,70,66.1,72.5,0.961722488,0.81871345,0.785969084,0.891758918,396718,1.506378199,0.021857433,11.207,1.6524624,-0.032962292,1.303,0.749712313,-0.050291545,1351,0.776436782,0.099267697,10.8,1.6875,0,521,0.655345912,-0.059566787
1983,1.002527806,1,39.51093122,48.98507935,55.35267747,53.53767446,1.370412748,1.217772036,1.393064011,1.495325395,45.66363994,1.441200753,0.005936537,59,0.547309833,-0.008403361,72.8,70.5,64.9,73.6,0.870813397,0.824561404,0.771700357,0.905289053,393112.41,1.492687411,-0.009088547,10.966,1.61692716,-0.021504417,1.586,0.912543153,0.217191097,1426,0.81954023,0.055514434,10.4,1.625,-0.037037037,582,0.732075472,0.117082534
