HPI,CCI_Lead3,CCI_Lead6,CCI_Lead9,CCI_Lead12,CCI_Lag3,CCI_Lag6,CCI_Lag9,CCI_Lag12,Creditloan,FCFI,HouseSt,HousePer,Unem,Newsales
1.441200753,0.503710575,0.586270872,0.528756957,0.602040816,0.770871985,0.825602968,0.854359926,0.963821892,1.492687411,1.61692716,0.912543153,0.81954023,1.625,0.732075472
1.448866764,0.532467532,0.527829314,0.569573284,0.577922078,0.813543599,0.846011132,0.89703154,0.936920223,1.477727517,1.594662341,0.977560414,0.845402299,1.625,0.706918239
1.45500272,0.551948052,0.538961039,0.525974026,0.525974026,0.811688312,0.845083488,0.961038961,0.937847866,1.488121739,1.573577116,0.924050633,0.847701149,1.609375,0.749685535
1.460622517,0.547309833,0.503710575,0.586270872,0.528756957,0.825602968,0.854359926,0.963821892,0.984230056,1.499680987,1.56944854,0.846950518,0.9,1.59375,0.802515723
1.466660858,0.627087199,0.532467532,0.527829314,0.569573284,0.846011132,0.89703154,0.936920223,0.972170686,1.508374601,1.552934238,1.021864212,0.959195402,1.578125,0.835220126
1.471802102,0.736549165,0.551948052,0.538961039,0.525974026,0.845083488,0.961038961,0.937847866,0.981447124,1.533413556,1.552049543,0.99712313,1.016666667,1.578125,0.818867925
1.478030998,0.770871985,0.547309833,0.503710575,0.586270872,0.854359926,0.963821892,0.984230056,0.93135436,1.551025914,1.557947508,1.027042578,1.031609195,1.46875,0.762264151
1.484011512,0.813543599,0.627087199,0.532467532,0.527829314,0.89703154,0.936920223,0.972170686,0.956400742,1.576331198,1.565909761,1.098964327,0.984482759,1.484375,0.719496855
1.488940129,0.811688312,0.736549165,0.551948052,0.538961039,0.961038961,0.937847866,0.981447124,0.927643785,1.597106123,1.569301091,0.983889528,0.91091954,1.4375,0.764779874
1.494846652,0.825602968,0.770871985,0.547309833,0.503710575,0.963821892,0.984230056,0.93135436,0.919294991,1.616073135,1.569743439,0.986766398,0.986206897,1.375,0.794968553
1.501920869,0.846011132,0.813543599,0.627087199,0.532467532,0.936920223,0.972170686,0.956400742,0.978664193,1.639124346,1.568416396,1.027042578,0.95862069,1.328125,0.810062893
1.509187562,0.845083488,0.811688312,0.736549165,0.551948052,0.937847866,0.981447124,0.927643785,0.899814471,1.689246569,1.572250074,0.9712313,0.935057471,1.296875,0.972327044
1.515096775,0.854359926,0.825602968,0.770871985,0.547309833,0.984230056,0.93135436,0.919294991,0.94619666,1.683025741,1.569153642,1.091484465,1.043678161,1.25,0.86918239
1.520395388,0.89703154,0.846011132,0.813543599,0.627087199,0.972170686,0.956400742,0.978664193,0.956400742,1.701052932,1.590828664,1.300345224,1.141954023,1.21875,0.875471698
1.52573533,0.961038961,0.845083488,0.811688312,0.736549165,0.981447124,0.927643785,0.899814471,0.891465677,1.716327491,1.576820997,0.956846951,0.99137931,1.21875,0.806289308
1.532234509,0.963821892,0.854359926,0.825602968,0.770871985,0.93135436,0.919294991,0.94619666,0.968460111,1.739164052,1.600117959,1.065017261,1.020689655,1.203125,0.803773585
1.539645027,0.936920223,0.89703154,0.846011132,0.813543599,0.956400742,0.978664193,0.956400742,0.92393321,1.782107667,1.634473607,1.020713464,1.000574713,1.15625,0.773584906
1.545066232,0.937847866,0.961038961,0.845083488,0.811688312,0.927643785,0.899814471,0.891465677,0.951762523,1.821845123,1.626069006,1.060414269,1.042528736,1.125,0.79245283
1.551032008,0.984230056,0.963821892,0.854359926,0.825602968,0.919294991,0.94619666,0.968460111,0.957328386,1.846040704,1.645974639,0.996547756,0.922413793,1.171875,0.778616352
1.557111705,0.972170686,0.936920223,0.89703154,0.846011132,0.978664193,0.956400742,0.92393321,0.935992579,1.881301037,1.667502212,0.912543153,0.879310345,1.171875,0.713207547
1.561789258,0.981447124,0.937847866,0.961038961,0.845083488,0.899814471,0.891465677,0.951762523,0.890538033,1.905533222,1.676791507,0.97698504,0.875287356,1.140625,0.832704403
1.567236859,0.93135436,0.984230056,0.963821892,0.854359926,0.94619666,0.968460111,0.957328386,0.891465677,1.925113048,1.68136243,0.914844649,0.856321839,1.15625,0.864150943
1.574905309,0.956400742,0.972170686,0.936920223,0.89703154,0.956400742,0.92393321,0.935992579,0.910018553,1.945746342,1.652314951,0.971806674,0.944252874,1.125,0.750943396
1.584629408,0.927643785,0.981447124,0.937847866,0.961038961,0.891465677,0.951762523,0.890538033,0.910946197,1.99949248,1.619286346,0.927502877,0.934482759,1.140625,0.750943396
1.593391506,0.919294991,0.93135436,0.984230056,0.963821892,0.968460111,0.957328386,0.891465677,0.898886827,1.995041404,1.58478325,0.984464902,0.954022989,1.140625,0.811320755
1.600230779,0.978664193,0.956400742,0.972170686,0.936920223,0.92393321,0.935992579,0.910018553,0.890538033,2.004532105,1.565319965,0.939010357,0.955172414,1.125,0.857861635
1.60463063,0.899814471,0.927643785,0.981447124,0.937847866,0.951762523,0.890538033,0.910946197,0.882189239,2.035333313,1.558537305,1.035673188,0.992528736,1.125,0.844025157
1.60814573,0.94619666,0.919294991,0.93135436,0.984230056,0.957328386,0.891465677,0.898886827,0.927643785,2.067195013,1.546741374,0.966628308,0.956321839,1.140625,0.779874214
1.61377352,0.956400742,0.978664193,0.956400742,0.972170686,0.935992579,0.910018553,0.890538033,0.929499072,2.097161276,1.523149513,0.964326812,0.982183908,1.125,0.852830189
1.620557973,0.891465677,0.899814471,0.927643785,0.981447124,0.890538033,0.910946197,0.882189239,0.927643785,2.12482718,1.498672958,0.968929804,0.986206897,1.15625,0.908176101
1.630437685,0.968460111,0.94619666,0.919294991,0.93135436,0.891465677,0.898886827,0.927643785,0.90445269,2.150975914,1.471099971,1.00287687,0.975287356,1.15625,0.963522013
1.642705355,0.92393321,0.956400742,0.978664193,0.956400742,0.910018553,0.890538033,0.929499072,0.850649351,2.182751951,1.451636685,0.964326812,1.03908046,1.109375,0.913207547
1.652763246,0.951762523,0.891465677,0.899814471,0.927643785,0.910946197,0.882189239,0.927643785,0.832096475,2.224740291,1.431436155,1.055235903,1.101149425,1.109375,0.852830189
1.661158274,0.957328386,0.968460111,0.94619666,0.919294991,0.898886827,0.927643785,0.90445269,0.795918367,2.244364087,1.413889708,0.97698504,1.001724138,1.109375,0.823899371
1.669880995,0.935992579,0.92393321,0.956400742,0.978664193,0.890538033,0.929499072,0.850649351,0.832096475,2.267962308,1.406517252,1.117376295,0.972413793,1.09375,0.922012579
1.679291754,0.890538033,0.951762523,0.891465677,0.899814471,0.882189239,0.927643785,0.832096475,0.864564007,2.318410968,1.391919788,1.134637514,1.031034483,1.09375,0.906918239
1.687894457,0.891465677,0.957328386,0.968460111,0.94619666,0.927643785,0.90445269,0.795918367,0.792207792,2.306241184,1.386906517,1.063291139,1.061494253,1.046875,0.922012579
1.697102693,0.910018553,0.935992579,0.92393321,0.956400742,0.929499072,0.850649351,0.832096475,0.851576994,2.300310265,1.374963138,1.079401611,1.015517241,1.125,0.91572327
1.706296844,0.910946197,0.890538033,0.951762523,0.891465677,0.927643785,0.832096475,0.864564007,0.888682746,2.304076913,1.35417281,1.112197929,1.022988506,1.125,1.106918239
1.716347202,0.898886827,0.891465677,0.957328386,0.968460111,0.90445269,0.795918367,0.792207792,0.903525046,2.332812801,1.329696255,1.066743383,1.067816092,1.109375,1.077987421
1.729618191,0.890538033,0.910018553,0.935992579,0.92393321,0.850649351,0.832096475,0.851576994,0.955473098,2.361474457,1.305662047,1.062715765,1.032758621,1.125,0.99245283
1.74274422,0.882189239,0.910946197,0.890538033,0.951762523,0.832096475,0.864564007,0.888682746,0.947124304,2.384165361,1.282070186,1.025316456,1.028735632,1.125,0.91572327
1.755704686,0.927643785,0.898886827,0.891465677,0.957328386,0.795918367,0.792207792,0.903525046,0.981447124,2.405874601,1.260837511,1.039700806,1.022988506,1.09375,0.877987421
1.765137886,0.929499072,0.890538033,0.910018553,0.935992579,0.832096475,0.851576994,0.955473098,1.02690167,2.432090961,1.238572692,0.970655926,0.991954023,1.078125,0.781132075
1.771316548,0.927643785,0.882189239,0.910946197,0.890538033,0.864564007,0.888682746,0.947124304,1.073283859,2.467690185,1.205986435,0.967203682,0.968965517,1.09375,0.959748428
1.782129837,0.90445269,0.927643785,0.898886827,0.891465677,0.792207792,0.903525046,0.981447124,1.067717996,2.493692769,1.184458862,0.933831991,0.962643678,1.09375,0.841509434
1.797096303,0.850649351,0.929499072,0.890538033,0.910018553,0.851576994,0.955473098,1.02690167,0.935064935,2.494307823,1.163521085,1.054660529,0.944827586,1.078125,0.889308176
1.810412632,0.832096475,0.927643785,0.882189239,0.910946197,0.888682746,0.947124304,1.073283859,0.999072356,2.530217043,1.147301681,1.020713464,1.093678161,1.03125,0.986163522
1.821585012,0.795918367,0.90445269,0.927643785,0.898886827,0.903525046,0.981447124,1.067717996,1.019480519,2.488346869,1.141551165,1.026467204,0.971264368,1.03125,0.891823899
1.832339223,0.832096475,0.850649351,0.929499072,0.890538033,0.955473098,1.02690167,0.935064935,1.065862709,2.460816977,1.129607785,0.993095512,0.970689655,1.03125,0.920754717
1.843227805,0.864564007,0.832096475,0.927643785,0.882189239,0.947124304,1.073283859,0.999072356,1.045454545,2.446536537,1.120023592,0.928653625,0.979310345,1.03125,0.896855346
1.853958083,0.792207792,0.795918367,0.90445269,0.927643785,0.981447124,1.067717996,1.019480519,1.073283859,2.472343912,1.123267473,0.936708861,0.920114943,0.984375,0.924528302
1.864002102,0.851576994,0.832096475,0.850649351,0.929499072,1.02690167,0.935064935,1.065862709,1.115027829,2.484793846,1.122530227,0.917146145,0.862068966,0.984375,0.818867925
1.874032793,0.888682746,0.864564007,0.832096475,0.927643785,1.073283859,0.999072356,1.045454545,1.073283859,2.50727496,1.12208788,0.906214039,0.874712644,0.96875,0.801257862
1.884340221,0.903525046,0.792207792,0.795918367,0.90445269,1.067717996,1.019480519,1.073283859,1.052875696,2.527761002,1.124594515,0.923475259,0.871264368,0.953125,0.827672956
1.893777075,0.955473098,0.851576994,0.832096475,0.850649351,0.935064935,1.065862709,1.115027829,1.11038961,2.558256239,1.125626659,0.975258918,0.868390805,0.9375,0.826415094
1.902859117,0.947124304,0.888682746,0.864564007,0.832096475,0.999072356,1.045454545,1.073283859,1.02690167,2.580650134,1.134915954,0.8716916,0.870114943,0.921875,0.837735849
1.912186514,0.981447124,0.903525046,0.792207792,0.795918367,1.019480519,1.073283859,1.052875696,1.084415584,2.596116029,1.154526688,0.952819333,0.831609195,0.9375,0.817610063
1.921957848,1.02690167,0.955473098,0.851576994,0.832096475,1.065862709,1.115027829,1.11038961,1.047309833,2.611713911,1.153052197,0.80552359,0.837356322,0.90625,0.786163522
1.931805486,1.073283859,0.947124304,0.888682746,0.864564007,1.045454545,1.073283859,1.02690167,1.107606679,2.652806439,1.152167502,0.731300345,0.772988506,0.890625,0.748427673
1.941422914,1.067717996,0.981447124,0.903525046,0.792207792,1.073283859,1.052875696,1.084415584,1.074211503,2.639876362,1.155116485,0.847525892,0.714942529,0.890625,0.735849057
1.951830569,0.935064935,1.02690167,0.955473098,0.851576994,1.115027829,1.11038961,1.047309833,1.119666048,2.629531161,1.149808316,0.881472957,0.826436782,0.890625,0.833962264
1.962624619,0.999072356,1.073283859,0.947124304,0.888682746,1.073283859,1.02690167,1.107606679,1.089053803,2.634170269,1.14066647,0.905063291,0.876436782,0.890625,0.841509434
1.974165694,1.019480519,1.067717996,0.981447124,0.903525046,1.052875696,1.084415584,1.074211503,1.081632653,2.660347671,1.138307284,0.817606444,0.821264368,0.84375,0.879245283
1.986894331,1.065862709,0.935064935,1.02690167,0.955473098,1.11038961,1.047309833,1.119666048,1.082560297,2.678580969,1.140961368,0.850402762,0.829885057,0.875,0.860377358
1.997722168,1.045454545,0.999072356,1.073283859,0.947124304,1.02690167,1.107606679,1.089053803,1.087198516,2.696427532,1.148038927,0.844073648,0.853448276,0.84375,0.901886792
2.007952451,1.073283859,1.019480519,1.067717996,0.981447124,1.084415584,1.074211503,1.081632653,1.116883117,2.710015533,1.181067532,0.859033372,0.827011494,0.84375,0.85408805
2.018067745,1.115027829,1.065862709,0.935064935,1.02690167,1.047309833,1.119666048,1.082560297,1.070500928,2.745045761,1.174432321,0.858457998,0.83908046,0.875,0.865408805
2.028554791,1.073283859,1.045454545,0.999072356,1.073283859,1.107606679,1.089053803,1.087198516,1.078849722,2.756079984,1.192716013,0.875719217,0.825287356,0.84375,0.88427673
2.041113183,1.052875696,1.073283859,1.019480519,1.067717996,1.074211503,1.081632653,1.116883117,1.085343228,2.764800633,1.205249189,0.902761795,0.871264368,0.84375,0.903144654
2.055450143,1.11038961,1.115027829,1.065862709,0.935064935,1.119666048,1.082560297,1.070500928,1.067717996,2.782004082,1.200678266,0.899309551,0.866666667,0.828125,0.789937107
2.069856095,1.02690167,1.073283859,1.045454545,0.999072356,1.089053803,1.087198516,1.078849722,1.048237477,2.829623749,1.238425243,0.932681243,0.862643678,0.828125,0.827672956
2.08214913,1.084415584,1.052875696,1.073283859,1.019480519,1.081632653,1.116883117,1.085343228,0.987940631,2.859251881,1.256708935,0.81990794,0.842528736,0.84375,0.904402516
2.094088432,1.047309833,1.11038961,1.115027829,1.065862709,1.082560297,1.070500928,1.067717996,0.989795918,2.846693122,1.27455028,0.818181818,0.794827586,0.8125,0.782389937
2.106028099,1.107606679,1.02690167,1.073283859,1.045454545,1.087198516,1.078849722,1.048237477,1.025974026,2.859949674,1.297257446,0.770425777,0.697701149,0.78125,0.713207547
2.118004281,1.074211503,1.084415584,1.052875696,1.073283859,1.116883117,1.085343228,0.987940631,0.995361781,2.883050893,1.312002359,0.765822785,0.790804598,0.8125,0.764779874
2.130149756,1.119666048,1.047309833,1.11038961,1.115027829,1.070500928,1.067717996,0.989795918,0.995361781,2.90130424,1.319964612,0.803797468,0.793678161,0.8125,0.825157233
2.140522457,1.089053803,1.107606679,1.02690167,1.073283859,1.078849722,1.048237477,1.025974026,0.949907236,2.922313256,1.316130935,0.821058688,0.759770115,0.828125,0.80754717
2.153352573,1.081632653,1.074211503,1.084415584,1.052875696,1.085343228,0.987940631,0.995361781,0.943413729,2.935902206,1.306546741,0.766398159,0.737356322,0.8125,0.919496855
2.167364291,1.082560297,1.119666048,1.047309833,1.11038961,1.067717996,0.989795918,0.995361781,0.785714286,2.962462052,1.294013565,0.735903337,0.766666667,0.8125,0.87672956
2.178513495,1.087198516,1.089053803,1.107606679,1.02690167,1.048237477,1.025974026,0.949907236,0.79406308,2.977712955,1.284871719,0.735903337,0.755172414,0.828125,0.803773585
2.189227234,1.116883117,1.081632653,1.074211503,1.084415584,0.987940631,0.995361781,0.943413729,0.580705009,2.988496835,1.272191094,0.81127733,0.784482759,0.828125,0.811320755
2.200733056,1.070500928,1.082560297,1.119666048,1.047309833,0.989795918,0.995361781,0.785714286,0.572356215,3.011731067,1.261427308,0.777330265,0.772413793,0.84375,0.860377358
2.212716297,1.078849722,1.087198516,1.089053803,1.107606679,1.025974026,0.949907236,0.79406308,0.567717996,3.072936647,1.255676792,0.719792865,0.817241379,0.84375,0.79245283
2.21997299,1.085343228,1.116883117,1.081632653,1.074211503,0.995361781,0.943413729,0.580705009,0.511131725,3.04847113,1.261722206,0.892405063,1.004597701,0.84375,0.779874214
2.224015024,1.067717996,1.070500928,1.082560297,1.119666048,0.995361781,0.785714286,0.572356215,0.551020408,3.023802961,1.261427308,0.826812428,0.763793103,0.828125,0.743396226
2.227963916,1.048237477,1.078849722,1.087198516,1.089053803,0.949907236,0.79406308,0.567717996,0.752319109,3.008518833,1.253317605,0.741657077,0.716091954,0.8125,0.722012579
2.231947567,0.987940631,1.085343228,1.116883117,1.081632653,0.943413729,0.580705009,0.511131725,0.736549165,3.012218614,1.25258036,0.718066743,0.652873563,0.84375,0.681761006
2.236351503,0.989795918,1.067717996,1.070500928,1.082560297,0.785714286,0.572356215,0.551020408,0.708719852,3.014980094,1.2542023,0.69735328,0.613218391,0.84375,0.671698113
2.239058839,1.025974026,1.048237477,1.078849722,1.087198516,0.79406308,0.567717996,0.752319109,0.723562152,3.032789901,1.254644648,0.67721519,0.636781609,0.8125,0.685534591
2.242044531,0.995361781,0.987940631,1.085343228,1.116883117,0.580705009,0.511131725,0.736549165,0.720779221,3.049174694,1.252138012,0.673762946,0.61954023,0.859375,0.681761006
2.243493385,0.995361781,0.989795918,1.067717996,1.070500928,0.572356215,0.551020408,0.708719852,0.70593692,3.073867506,1.244323208,0.641542002,0.614367816,0.890625,0.664150943
2.241114952,0.949907236,1.025974026,1.048237477,1.078849722,0.567717996,0.752319109,0.723562152,0.676252319,3.0843925,1.239752285,0.638665132,0.56091954,0.921875,0.623899371
2.236711428,0.943413729,0.995361781,0.987940631,1.085343228,0.511131725,0.736549165,0.720779221,0.557513915,3.089345096,1.242701268,0.583429229,0.531609195,0.921875,0.58490566
2.233189483,0.785714286,0.995361781,0.989795918,1.067717996,0.551020408,0.708719852,0.70593692,0.488868275,3.100107523,1.216750221,0.658803222,0.540804598,0.96875,0.620125786
2.233073292,0.79406308,0.949907236,1.025974026,1.048237477,0.752319109,0.723562152,0.676252319,0.487012987,3.13029565,1.205838986,0.557537399,0.494827586,0.984375,0.583647799
2.234167414,0.580705009,0.943413729,0.995361781,0.987940631,0.736549165,0.720779221,0.557513915,0.46567718,3.086065085,1.184901209,0.459148446,0.451724138,1,0.504402516
2.234455983,0.572356215,0.785714286,0.995361781,0.989795918,0.708719852,0.70593692,0.488868275,0.43877551,3.057442615,1.163668534,0.555235903,0.490229885,1.03125,0.606289308
2.235490481,0.567717996,0.79406308,0.949907236,1.025974026,0.723562152,0.676252319,0.487012987,0.524118738,3.046060768,1.148923621,0.529919448,0.523563218,1.0625,0.637735849
2.236013476,0.511131725,0.580705009,0.943413729,0.995361781,0.720779221,0.557513915,0.46567718,0.603896104,3.045971688,1.129755234,0.575949367,0.526436782,1.046875,0.638993711
2.23745077,0.551020408,0.572356215,0.785714286,0.995361781,0.70593692,0.488868275,0.43877551,0.666975881,3.04389437,1.106900619,0.573072497,0.56954023,1.078125,0.650314465
2.237128482,0.752319109,0.567717996,0.79406308,0.949907236,0.676252319,0.487012987,0.524118738,0.673469388,3.04263958,1.095694485,0.596087457,0.554022989,1.078125,0.649056604
2.236488397,0.736549165,0.511131725,0.580705009,0.943413729,0.557513915,0.46567718,0.603896104,0.567717996,3.035513258,1.083161309,0.611622555,0.559195402,1.0625,0.642767296
2.234968932,0.708719852,0.551020408,0.572356215,0.785714286,0.488868275,0.43877551,0.666975881,0.547309833,3.045735888,1.069595989,0.603567319,0.542528736,1.078125,0.66163522
2.236051433,0.723562152,0.752319109,0.567717996,0.79406308,0.487012987,0.524118738,0.673469388,0.531539889,3.047173319,1.055735771,0.584004603,0.559770115,1.078125,0.612578616
2.242577099,0.720779221,0.736549165,0.511131725,0.580705009,0.46567718,0.603896104,0.567717996,0.506493506,3.035595503,1.040253613,0.620828539,0.56954023,1.09375,0.659119497
